"Общее время в зонах (минуты)","Общее количество нарушений","Общее количество событий","Количество событий входа","Количество событий выхода","Время в запрещенных зонах (минуты)","Время в рабочих зонах (минуты)","Время в опасных зонах (минуты)","Время в контрольных зонах (минуты)","Время в обычных зонах (минуты)"
3331.133333333333,0,9,8,1,0,0,0,0,3284.4166666666665
