"Общее время в зонах (минуты)","Общее количество нарушений","Общее количество событий","Количество событий входа","Количество событий выхода","Время в запрещенных зонах (минуты)","Время в рабочих зонах (минуты)","Время в опасных зонах (минуты)","Время в контрольных зонах (минуты)","Время в обычных зонах (минуты)"
0,0,0,0,0,0,0,0,0,0
